URN,LANAME,SCHNAME,OFSTEDRATING,STREET,LOCALITY,TOWN,ISPRIMARY,ISSECONDARY,ISPOST16,GENDER
139820,Hammersmith and Fulham,Ark White City Primary Academy,Good,3 Edcity Walk,Edcity,London,1,0,0,Mixed
139824,Westminster,Wilberforce Primary,Good,Beethoven Street,,London,1,0,0,Mixed
139830,Brent,Ark Franklin Primary Academy,Good,Harvist Road,,London,1,0,0,Mixed
139837,Camden,Abacus Belsize Primary School,Outstanding,Jubilee Waterside Centre,105 Camley Street,London,1,0,0,Mixed
139842,Wandsworth,Burntwood School,Good,Burntwood Lane,,London,0,1,1,Girls
139898,Westminster,Pimlico Primary,Outstanding,Lupus Street,Westminster,London,1,0,0,Mixed
139907,Southwark,Judith Kerr Primary School,Good,62-68 Half Moon Lane,Herne Hill,London,1,0,0,Mixed
139940,Westminster,Churchill Gardens Primary Academy,Good,Ranelagh Road,Pimlico,London,1,0,0,Mixed
139966,Bromley,Harris Primary Academy Crystal Palace,Good,Malcolm Road,Penge,London,1,0,0,Mixed
139973,Islington,London Scandinavian School,,3 Highbury Crescent,,London,1,0,0,Mixed
140050,Westminster,Gateway Academy,Good,Capland Street,,London,1,0,0,Mixed
140064,Tower Hamlets,Culloden Primary - A Paradigm Academy,Outstanding,Dee Street,Poplar,London,1,0,0,Mixed
140066,Hounslow,Kew House,,6 Capital Interchange Way,Brentford,London,0,1,1,Mixed
140080,Bromley,Alexandra Junior School,Good,Cator Road,Sydenham,London,1,0,0,Mixed
140096,Tower Hamlets,Old Ford Primary - A Paradigm Academy,Outstanding,Wrights Road,Bow,London,1,0,0,Mixed
140134,Kensington and Chelsea,Holland Park School,Serious Weaknesses,Airlie Gardens,Campden Hill Road,London,0,1,1,Mixed
140138,Southwark,Newlands Academy,Good,Stuart Road,Peckham Rye,London,0,1,0,Boys
140197,Waltham Forest,Joseph Clarke School,Good,Vincent Road,,London,1,1,1,Mixed
140209,Croydon,Oasis Academy Arena,Requires improvement,Albert Road,South Norwood,London,0,1,0,Mixed
140210,Hackney,Mossbourne Victoria Park Academy,Outstanding,Victoria Park Road,Hackney,London,0,1,1,Mixed
140212,Kensington and Chelsea,Kensington Aldridge Academy,Outstanding,1 Silchester Road,,London,0,1,1,Mixed
140213,Kensington and Chelsea,Kensington Primary Academy,Outstanding,205 Warwick Road,(On the Corner of Kensington High Street),London,1,0,0,Mixed
140221,Southwark,South Bank University Academy,Good,Trafalgar Street,,London,0,1,1,Mixed
140222,Wandsworth,Oasis Academy Putney,Good,184 Lower Richmond Road,,London,1,0,0,Mixed
140373,Newham,Langdon Academy,Good,Sussex Road,East Ham,London,1,1,0,Mixed
140405,Waltham Forest,Thomas Gamuel Primary School,Good,Colchester Road,Walthamstow,London,1,0,0,Mixed
140423,Wandsworth,Floreat Wandsworth Primary School,Good,305 Garratt Lane,,London,1,0,0,Mixed
140426,Hackney,Mossbourne Riverside Academy,Outstanding,East Bay Lane,,London,1,0,0,Mixed
140492,Barnet,Beis Medrash Elyon,Requires improvement,233 West Hendon Broadway,West  Hendon,London,0,1,0,Boys
140495,Islington,Whitehall Park School,Good,106 Hornsey Lane,,London,1,0,0,Mixed
140507,Southwark,John Donne Primary School,Good,Woods Road,,London,1,0,0,Mixed
140533,Bromley,Elmstead Wood Primary School,Good,Castlecombe Road,Mottingham,London,1,0,0,Mixed
140564,Lambeth,King's College London Maths School,Outstanding,80 Kennington Road,,London,0,0,1,Mixed
140601,Barnet,Millbrook Park Primary School,Good,School House Lane,,London,1,0,0,Mixed
140603,Kensington and Chelsea,Westminster Tutors,Outstanding,84-86 Old Brompton Road,South Kensington,London,0,1,1,Mixed
140648,Bromley,St John's Church of England Primary School,Good,Maple Road,Penge,London,1,0,0,Mixed
140674,Croydon,Oasis Academy Ryelands,Good,Oakley Road,South Norwood,London,1,0,0,Mixed
140682,Wandsworth,Westbridge Academy,Good,Bolingbroke Walk,Westbridge Road,London,1,0,0,Mixed
140686,Camden,Kings Cross Academy,Good,Plimsoll Building,4 Wollstonecraft Street,London,1,0,0,Mixed
140795,Waltham Forest,Whitefield School,Good,Macdonald Road,Walthamstow,London,1,1,1,Mixed
140796,Brent,Woodfield School,Good,Glenwood Avenue,Kingsbury,London,0,1,1,Mixed
140811,Hammersmith and Fulham,Earl's Court Free School Primary,Outstanding,Cambridge Grove,,London,1,0,0,Mixed
140833,Brent,Gladstone Park Primary School,Good,Sherrick Green Road,Dollis Hill,London,1,0,0,Mixed
140862,Brent,Michaela Community School,Outstanding,North End Road,Wembley,London,0,1,1,Mixed
140884,Westminster,Marylebone Boys' School,Good,North Wharf Road,,London,0,1,1,Boys
140935,Haringey,Harris Academy Tottenham,Outstanding,Ashley Road,Tottenham,London,1,1,1,Mixed
140937,Southwark,Harris Primary Academy East Dulwich,Outstanding,173 Lordship Lane,,London,1,0,0,Mixed
140939,Westminster,Harris Westminster Sixth Form,Outstanding,"Steel House, 11 Tothill Street",Westminster,London,0,0,1,Mixed
140966,Lambeth,Trinity Academy,Good,Brixton Hill,Brixton,London,0,1,1,Mixed
140985,Wandsworth,Harris Academy Battersea,Outstanding,401 Battersea Park Road,,London,0,1,1,Mixed
141019,Brent,Ark Elvin Academy,Outstanding,Cecil Avenue,Wembley,London,0,1,1,Mixed
141023,Merton,The Norwegian Kindergarten In London,Good,28 Arterberry Road,,London,1,0,0,Mixed
141027,Merton,Park Academy,Outstanding,200 Dorset Road,,London,1,0,0,Mixed
141030,Waltham Forest,Big Creative Academy,Outstanding,"38, Clifton Avenue",Walthamstow,London,0,0,1,Mixed
141031,Southwark,Treasure House (London) CIC,Good,The Livesey,682 Old Kent Road,London,0,1,1,Mixed
141039,Tower Hamlets,"Canary Wharf College, Glenworth",Outstanding,93 Saunders Ness Road,Isle of Dogs,London,1,0,0,Mixed
141082,Newham,Oasis Academy Silvertown,Good,303 North Woolwich Road,,London,0,1,0,Mixed
141095,Tower Hamlets,East London Arts & Music,Outstanding,Maltings Close,Bromley By Bow,London,0,0,1,Mixed
141119,Croydon,St Mark's Church of England Primary Academy,Good,Albert Road,South Norwood,London,1,0,0,Mixed
141120,Croydon,Beulah Infants' School,Good,Furze Road,Thornton Heath,London,1,0,0,Mixed
141133,Tower Hamlets,London Enterprise Academy,Requires improvement,81-91 Commercial Road,Whitechapel,London,0,1,0,Mixed
141135,Hammersmith and Fulham,The Fulham Boys School,Good,532 Fulham Road,,London,0,1,1,Boys
141154,Brent,North West London Jewish Day School,Good,180 Willesden Lane,,London,1,0,0,Mixed
141163,Greenwich,Woolwich Polytechnic School,Good,Hutchins Road,Thamesmead,London,0,1,1,Boys
141209,Haringey,Brook House Primary School,Outstanding,881 High Road,,London,1,0,0,Mixed
141247,Enfield,Focus 1st Academy,Requires improvement,339 Bowes Road,New Southgate,London,1,1,0,Mixed
141255,Newham,John F Kennedy Special School,Outstanding,Pitchford Street,Stratford,London,1,1,1,Mixed
141296,Newham,Sheringham Primary School,Outstanding,Sheringham Avenue,Manor Park,London,1,0,0,Mixed
141309,Greenwich,Leigh Stationers' Academy,Good,145 Bexley Road,Eltham,London,0,1,1,Mixed
141481,Bromley,St Vincent's Catholic Primary School,Good,Harting Road,Mottingham,London,1,0,0,Mixed
141576,Hackney,Northwold Primary School,Good,Northwold Road,Clapton,London,1,0,0,Mixed
141605,Islington,The Bridge Integrated Learning Space,Outstanding,1 Dowrey Street,,London,1,1,1,Mixed
141617,Hammersmith and Fulham,The Hurlingham Academy,Outstanding,Peterborough Road,Fulham,London,0,1,0,Mixed
141666,Southwark,Angel Oak Academy,Outstanding,Burcher Gale Grove,,London,1,0,0,Mixed
141672,Brent,St Andrew and St Francis CofE Primary School,Good,Belton Road,Brent,London,1,0,0,Mixed
141685,Hammersmith and Fulham,Langford Primary School,Outstanding,Gilstead Road,Fulham,London,1,0,0,Mixed
141701,Southwark,PhoenixPlace,Requires improvement,7a Badsworth Road,,London,0,1,0,Girls
141716,Greenwich,St Thomas More Catholic Comprehensive School,Good,Footscray Road,Eltham,London,0,1,0,Mixed
141734,Waltham Forest,Lime Academy Larkswood,Good,New Road,,London,1,0,0,Mixed
141748,Waltham Forest,Walthamstow Primary Academy,Good,Billet Road,Waltham Forest,London,1,0,0,Mixed
141750,Hackney,Halley House School,Good,52-58 Arcola Street,Hackney,London,1,0,0,Mixed
141751,Brent,Kilburn Grange School,Good,Priory Park Road,Kilburn,London,1,0,0,Mixed
141808,Wandsworth,Saint Cecilia's Church of England School,Good,Sutherland Grove,,London,0,1,1,Mixed
141859,Haringey,Footsteps Trust,Good,New River Sports Centre,White Hart Lane,London,0,1,0,Mixed
141902,Hammersmith and Fulham,Greenside Primary School,Good,Westville Road,Hammersmith,London,1,0,0,Mixed
141925,Newham,St Helen's Catholic Primary School,Outstanding,Chargeable Lane,,London,1,0,0,Mixed
141927,Newham,St Joachim's Catholic  Primary School,Good,Shipman Road,Custom House,London,1,0,0,Mixed
141931,Kensington and Chelsea,The Cardinal Vaughan Memorial RC School,Outstanding,89 Addison Road,,London,0,1,1,Boys
142090,Southwark,The Belham Primary School,Good,165 Bellenden Road,,London,1,0,0,Mixed
142110,Ealing,Ark Byron Primary Academy,Good,The Vale,Acton,London,1,0,0,Mixed
142112,Hackney,Hackney New Primary School,Outstanding,2 Downham Road,,London,1,0,0,Mixed
142178,Southwark,The Charter School East Dulwich,Good,Jarvis Road,East Dulwich,London,0,1,1,Mixed
142233,Bromley,Ravensworth Primary School,Good,Ravensworth Road,Mottingham,London,1,0,0,Mixed
142255,Hackney,Mossbourne Parkside Academy,Good,Sigdon Road,Hackney,London,1,0,0,Mixed
142256,Hammersmith and Fulham,Thomas's Academy,Good,New King's Road,Fulham,London,1,0,0,Mixed
142267,Newham,Upton Cross Primary School,Good,Churston Avenue & Kirton Road,Plaistow,London,1,0,0,Mixed
142329,Brent,Lycee International de Londres,,Old Brent Hall,54 Forty Lane,London,1,1,1,Mixed
142336,Westminster,Wetherby Senior School,,100 Marylebone Lane,Marylebone,London,0,1,1,Boys
142408,Camden,Jeannine Manuel School,,43-45 Bedford Square,Bloomsbury,London,1,1,1,Mixed
142456,Lewisham,St Winifred's RC Primary School,Good,Newstead Road,Lee,London,1,0,0,Mixed
142534,Enfield,North London Hospital School,Outstanding,"Priory Hospital, Grovelands House",The Bourne,London,0,1,1,Mixed
142572,Hackney,Talmud Torah London,Good,69 Amhurst Park,London,London,1,1,0,Boys
142621,Croydon,The Write Time,Good,Warrington Road,Opposite Ludford Close,London,0,1,1,Mixed
142627,Barnet,Menorah High School for Girls,Good,105 Brook Road,,London,0,1,1,Girls
142632,Newham,Portway Primary School,Outstanding,Stratford Road,Plaistow,London,1,0,0,Mixed
142636,Barnet,Claremont Primary School,Good,Claremont Road,Cricklewood,London,1,0,0,Mixed
142644,Newham,Sarah Bonnell School,Good,Deanery Road,Stratford,London,0,1,0,Girls
142654,Ealing,Ealing Fields High School,Good,Little Ealing Lane,Ealing,London,0,1,1,Mixed
142703,Brent,Furness Primary School,Good,Furness Road,Harlesden,London,1,0,0,Mixed
142708,Newham,Hartley Primary School,Good,Hartley Avenue,East Ham,London,1,0,0,Mixed
142713,Waltham Forest,Mayville Primary School,Good,Lincoln Street,,London,1,0,0,Mixed
142726,Newham,Selwyn Primary School,,Selwyn Road,,London,1,0,0,Mixed
142731,Croydon,St Chad's Catholic Primary School,Good,Alverston Gardens,South Norwood,London,1,0,0,Mixed
142772,Barnet,Ashmole Primary School,Outstanding,Summit Way,Southgate,London,1,0,0,Mixed
142832,Ealing,New Level Academy,Requires improvement,Wyke Gardens,,London,0,1,1,Mixed
142875,Southwark,"Galleywall Primary, City of London Academy",Outstanding,Galleywall Primary,,London,1,0,0,Mixed
142879,Tower Hamlets,Canary Wharf College Crossharbour,Requires improvement,7 Selsdon Way,,London,0,1,1,Mixed
142903,Newham,London Design and Engineering UTC,Good,15 University Way,,London,0,1,1,Mixed
142905,Lambeth,South Bank Utc,Requires improvement,56 Brixton Hill,,London,0,1,1,Mixed
142928,Lambeth,Vanguard School,Requires improvement,Lollard Street,Kennington,London,0,1,1,Mixed
143020,Islington,"City of London Primary Academy, Islington",Outstanding,15 Baltic Street West,,London,1,0,0,Mixed
143036,Enfield,Alternative Centre of Education,Good,45/51 Market Square,Edmonton Green,London,1,1,0,Mixed
143037,Barnet,Ivy House School,,"Ivy House, 94-96",North End Road,London,1,0,0,Mixed
143079,Greenwich,Windrush Thamesmead Primary School,Outstanding,2 Bentham Road,Thamesmead,London,1,0,0,Mixed
143082,Barnet,Bishop Douglass School Finchley,Good,Hamilton Road,East Finchley,London,0,1,1,Mixed
143118,Ealing,Woodlands Academy,Good,Hathaway Gardens,Ealing,London,1,0,0,Mixed
143129,Hammersmith and Fulham,Phoenix Academy,Good,The Curve,,London,0,1,1,Mixed
143175,Wandsworth,Nightingale Community Academy,Good,Beechcroft Road,Tooting,London,1,1,1,Boys
143197,Enfield,Edmonton County School,Good,Little Bury Street,Edmonton,London,1,1,1,Mixed
143198,Enfield,Hazelbury Primary School,Good,Haselbury Road,Edmonton,London,1,0,0,Mixed
143201,Enfield,Bowes Primary School,,Bowes Road,New Southgate,London,1,0,0,Mixed
143209,Greenwich,Timbercroft Primary School,Good,Timbercroft Lane,Plumstead,London,1,0,0,Mixed
143210,Greenwich,Brooklands Primary School,Good,Medebourne Close,Casterbridge Road,London,1,0,0,Mixed
143211,Greenwich,Millennium Primary School,,50 John Harrison Way,Greenwich,London,1,0,0,Mixed
143212,Hammersmith and Fulham,Queen's Manor School and Special Needs Unit,Good,Lysia Street,,London,1,0,0,Mixed
143213,Hammersmith and Fulham,Fulham Primary School,Outstanding,Halford Road,,London,1,0,0,Mixed
143214,Hammersmith and Fulham,Sulivan Primary School,Good,Peterborough Road,Fulham,London,1,0,0,Mixed
143217,Islington,The Bridge School,Outstanding,251 Hungerford Road,,London,1,1,1,Mixed
143274,Newham,Forest Gate Community School,Outstanding,Forest Lane,,London,0,1,0,Mixed
143275,Newham,Eko Pathways,Good,Flanders Road,,London,1,1,0,Mixed
143276,Newham,Gainsborough Primary School,Good,Gainsborough Road,,London,1,0,0,Mixed
143277,Newham,Kaizen Primary School,Outstanding,Elkington Road,,London,1,0,0,Mixed
143379,Tower Hamlets,St Paul's Way Trust School,Good,125 St Paul's Way,,London,1,1,1,Mixed
143383,Waltham Forest,Selwyn Primary School,Outstanding,105 Selwyn Avenue,,London,1,0,0,Mixed
143384,Waltham Forest,Davies Lane Primary School,Outstanding,Davies Lane,Leytonstone,London,1,0,0,Mixed
143385,Waltham Forest,Norlington School and 6th Form,Good,Norlington Road,Leyton,London,0,1,1,Boys
143540,Westminster,Ada National College for Digital Skills,Good,"1, Sutherland Street",Pimlico,London,0,0,1,Mixed
143592,Greenwich,Foxfield Primary School,Outstanding,Sandbach Place,,London,1,0,0,Mixed
143593,Greenwich,Rockliffe Manor Primary School,Good,Bassant Road,,London,1,0,0,Mixed
143594,Greenwich,Woodhill Primary School,Good,Woodhill,,London,1,0,0,Mixed
143596,Greenwich,South Rise Primary School,Good,Brewery Road,Plumstead,London,1,0,0,Mixed
143597,Greenwich,Halstow Primary School,Good,Halstow Road,Greenwich,London,1,0,0,Mixed
143598,Greenwich,Horn Park Primary School,Good,Alnwick Road,Lee,London,1,0,0,Mixed
143599,Greenwich,Deansfield Primary School,,Dairsie Road,Eltham,London,1,0,0,Mixed
143601,Greenwich,Alderwood Primary School,Good,Rainham Close,Eltham,London,1,0,0,Mixed
143629,Tower Hamlets,Mulberry School for Girls,Outstanding,Richard Street,Commercial Road,London,0,1,1,Girls
143630,Tower Hamlets,Ian Mikardo School,Good,60 William Guy Gardens,Talwin Street,London,0,1,1,Boys
143640,Brent,Advance Education,Inadequate,Unit 5 Unimix House,Abbey Road,London,1,0,0,Mixed
143659,Islington,"City of London Academy, Highgate Hill",Good,"Holland Walk, Duncombe Road",Archway,London,0,1,1,Mixed
143668,Newham,Royal Wharf Primary School,Good,1 John Harrison Square,Silvertown,London,1,0,0,Mixed
143702,Islington,The Bridge Satellite Provision,Good,Duncombe Road,,London,1,1,1,Mixed
143716,Tower Hamlets,Mulberry Academy London Dock,,6 Virginia Street,,London,0,1,1,Mixed
143718,Brent,North Brent School,Good,Neasden Lane,,London,0,1,1,Mixed
143731,Brent,The Avenue School,Outstanding,Christchurch Avenue,,London,1,1,1,Mixed
143739,Wandsworth,Anglo Portuguese School of London,Good,25 Courthouse Way,,London,1,0,0,Mixed
143745,Southwark,Spa School Camberwell,Good,150 Southampton Way,,London,1,1,0,Mixed
143756,Hackney,"City of London Academy, Shoreditch Park",Good,Hyde Road,,London,0,1,1,Mixed
143774,Bromley,James Dixon Primary School,Good,William Booth Road,Anerley,London,1,0,0,Mixed
143865,Barnet,Oak Lodge School,Outstanding,Heath View,East Finchley,London,0,1,1,Mixed
143881,Newham,Tollgate Primary School,Outstanding,Barclay Road,Plaistow,London,1,0,0,Mixed
143882,Newham,Cleves Primary School,Outstanding,Arragon Road,East Ham,London,1,0,0,Mixed
143883,Newham,Drew Primary School,Good,Wythes Road,Silvertown,London,1,0,0,Mixed
143927,Greenwich,Royal Greenwich Trust School,Good,765 Woolwich Road,Greenwich,London,0,1,1,Mixed
143933,Lewisham,Education-My Life Matters,Good,108 Conisborough Crescent,Bellingham,London,0,1,0,Mixed
144053,Brent,Manor School,Outstanding,Chamberlayne Road,Kensal Rise,London,1,1,0,Mixed
144091,Greenwich,St Mary's Catholic Primary School,Outstanding,Glenure Road,Eltham,London,1,0,0,Mixed
144139,Newham,Ranelagh Primary School,Good,Corporation Street,Stratford,London,1,0,0,Mixed
144140,Newham,Ravenscroft Primary School,Good,Carson Road,,London,1,0,0,Mixed
144141,Newham,Kensington Primary School,Outstanding,Kensington Avenue,Manor Park,London,1,0,0,Mixed
144142,Newham,Curwen Primary School,Outstanding,Atlas Road,,London,1,0,0,Mixed
144235,Tower Hamlets,Stebon Primary School,Outstanding,Burdett Estate,Wallwood Street,London,1,0,0,Mixed
144236,Tower Hamlets,Bygrove Primary School,Outstanding,Bygrove Street,Poplar,London,1,0,0,Mixed
144238,Waltham Forest,St Mary's CofE Primary School,Outstanding,Brooke Road,Walthamstow,London,1,0,0,Mixed
144239,Waltham Forest,St Saviour's Church of England Primary School,Outstanding,Verulam Avenue,33,London,1,0,0,Mixed
144308,Lambeth,Rosendale Primary School,Outstanding,Rosendale Road,West Dulwich,London,1,0,0,Mixed
144309,Lambeth,The Elmgreen School,Good,Elmcourt Road,Tulse Hill,London,0,1,1,Mixed
144363,Barnet,Lubavitch Senior Boys School,Inadequate,1117 Finchley Road,,London,0,1,0,Boys
144502,Barnet,The Totteridge Academy,Good,Barnet Lane,Barnet,London,0,1,1,Mixed
144511,Newham,"Newham Collegiate Sixth Form Centre, City of London Academy",Outstanding,326 Barking Road,East Ham,London,0,0,1,Mixed
144527,Newham,Britannia Village Primary School,Good,Westwood Road,West Silvertown,London,1,0,0,Mixed
144549,Bromley,St Anthony's Catholic Primary School,Good,Genoa Road,Anerley,London,1,0,0,Mixed
144621,Wandsworth,Belleville Wix Academy,Good,Wix's Lane,Clapham Common North Side,London,1,0,0,Mixed
144626,Croydon,Cypress Primary School,Good,Cypress Road,,London,1,0,0,Mixed
144653,Barnet,Summerside Primary Academy,Good,Crossway,Finchley,London,1,0,0,Mixed
144699,Tower Hamlets,The Clara Grant Primary School,Good,Knapp Road,Bow,London,1,0,0,Mixed
144700,Tower Hamlets,Mulberry Stepney Green Mathematics and Computing College,Good,Ben Jonson Road,Stepney,London,0,1,1,Mixed
144739,Newham,Bobby Moore Academy,Good,1 Siding Street,Queen Elizabeth Olympic Park,London,1,1,1,Mixed
144752,Barnet,Kisharon School,Good,54 Parson Street,,London,1,1,1,Mixed
144753,Haringey,London Academy of Excellence Tottenham,Outstanding,Lilywhite House,780 High Road,London,0,0,1,Mixed
144756,Tower Hamlets,Mulberry UTC,Good,64 Parnell Road,,London,0,1,1,Mixed
144784,Barnet,Oak Hill School,Good,Church Hill Road,East Barnet,London,1,1,1,Mixed
144900,Haringey,Duke's Aldridge,Good,Trulock Road,Tottenham,London,0,1,0,Mixed
144962,Islington,City of London Academy Highbury Grove,Good,8 Highbury Grove,Islington,London,0,1,1,Mixed
145030,Wandsworth,The Alton School,Good,Danebury Avenue,Roehampton,London,1,0,0,Mixed
145060,Wandsworth,Griffin Primary School,Requires improvement,Stewarts Road,,London,1,0,0,Mixed
145071,Bexley,Jubilee Primary School,Good,Crowden Way,Thamesmead,London,1,0,0,Mixed
145087,Newham,Rosetta Primary School,Outstanding,Sophia Road,Custom House,London,1,0,0,Mixed
145088,Newham,Earlham Primary School,Outstanding,Earlham Grove,Forest Gate,London,1,0,0,Mixed
145106,Waltham Forest,George Mitchell School,Good,Farmer Road,Leyton,London,1,1,0,Mixed
145113,Newham,Cumberland Community School,Good,Oban Close,,London,0,1,0,Mixed
145126,Westminster,Harris Academy St John's Wood,Good,Marlborough Hill,,London,0,1,1,Mixed
145130,Southwark,Goose Green Primary and Nursery School,Good,Tintagel Crescent,East Dulwich,London,1,0,0,Mixed
145197,Croydon,Harris Professional Skills Sixth Form,Good,11 Oliver Grove,,London,0,0,1,Mixed
145207,Enfield,Grange Park Primary School,Good,World's End Lane,Winchmore Hill,London,1,0,0,Mixed
145210,Greenwich,Greenacres Primary School and Language Impairment Unit,Good,Witherston Way,Eltham,London,1,0,0,Mixed
145215,Greenwich,Nightingale Primary School,Good,Bloomfield Road,Woolwich,London,1,0,0,Mixed
145235,Newham,Monega Primary School,Outstanding,Monega Road,Manor Park,London,1,0,0,Mixed
145280,Wandsworth,Chesterton Primary School,Outstanding,Dagnall Street,Battersea,London,1,0,0,Mixed
145313,Southwark,Bacon's College,Good,Timber Pond Road,,London,0,1,1,Mixed
145315,Greenwich,Leigh Academy Halley,Good,Corelli Road,,London,0,1,1,Mixed
145362,Newham,Elmhurst Primary School,Outstanding,Upton Park Road,Forest Gate,London,1,0,0,Mixed
145363,Newham,Hallsville Primary School,Outstanding,Radland Road,,London,1,0,0,Mixed
145364,Newham,Nelson Primary School,Good,Napier Road,East Ham,London,1,0,0,Mixed
145365,Newham,Scott Wilkie Primary School,Outstanding,Hoskins Close,,London,1,0,0,Mixed
145366,Newham,Vicarage Primary School,Outstanding,Vicarage Lane,East Ham,London,1,0,0,Mixed
145367,Newham,New City Primary School,Outstanding,Tunmarsh Lane,Plaistow,London,1,0,0,Mixed
145368,Newham,Gallions Primary School,Outstanding,Warwall,Beckton,London,1,0,0,Mixed
145410,Newham,Royal Docks Academy,Good,Prince Regent Lane,Custom House,London,0,1,0,Mixed
145522,Enfield,Churchfield Primary School,Good,Latymer Road,Edmonton,London,1,0,0,Mixed
145609,Hackney,Lubavitch House School (Senior Girls),Good,107-115 Stamford Hill,,London,0,1,1,Girls
145610,Hackney,Lubavitch Girls Primary School,Good,107-115 Stamford Hill,,London,1,0,0,Girls
145614,Lambeth,"Christ Church, Streatham Church of England Primary School",Good,Cotherstone Road,Streatham,London,1,0,0,Mixed
145615,Lambeth,St Leonard's Church of England Primary School,Outstanding,42 Mitcham Lane,Streatham,London,1,0,0,Mixed
145616,Lambeth,St Luke's Church of England Primary School,Good,Linton Grove,West Norwood,London,1,0,0,Mixed
145621,Lewisham,St George's CofE Primary School,Good,Perry Vale,Forest Hill,London,1,0,0,Mixed
145627,Newham,Shaftesbury Primary School,Outstanding,Shaftesbury Road,Forest Gate,London,1,0,0,Mixed
145708,Waltham Forest,Lammas School,Requires improvement,150 Seymour Road,Leyton,London,0,1,1,Mixed
145709,Wandsworth,Linden Lodge School,Good,61 Princes Way,Wimbledon Park,London,1,1,1,Mixed
145718,Brent,Braintcroft E-ACT Primary Academy,Good,Warren Road,,London,1,0,0,Mixed
145724,Ealing,Ada Lovelace Church of England High School,Outstanding,Park View Road,Ealing,London,0,1,1,Mixed
145730,Hackney,Lubavitch Boys' Primary School,Requires improvement,135 Clapton Common,Hackney,London,1,0,0,Boys
145731,Islington,Hungerford School,Good,249 Hungerford Road,Islington,London,1,0,0,Mixed
145857,Lambeth,Archbishop Tenison's School,,55 Kennington Oval,,London,0,1,0,Mixed
145860,Merton,Harris Academy Wimbledon,Outstanding,59 High Path,,London,0,1,1,Mixed
145888,Southwark,John Keats Primary School,Good,391 Rotherhithe New Road,Rotherhithe,London,1,0,0,Mixed
145895,Greenwich,Leigh Academy Blackheath,Outstanding,Old Dover Road,Blackheath,London,0,1,1,Mixed
145917,Haringey,The Grove,Outstanding,Downhills Park Road,Tottenham,London,1,1,1,Mixed
145921,Barnet,Saracens High School,Good,Corner Mead,,London,0,1,1,Mixed
146031,Islington,The London Screen Academy,Outstanding,Highbury Grove,,London,0,0,1,Mixed
146100,Lewisham,Turnham Academy,Good,Turnham Road,Brockley,London,1,0,0,Mixed
146116,Brent,Our Lady of Grace Catholic Junior School,Outstanding,Dollis Hill Lane,,London,1,0,0,Mixed
146117,Southwark,Surrey Square Primary School,Outstanding,Surrey Square,Walworth,London,1,0,0,Mixed
146179,Brent,St Margaret Clitherow RC Primary School,Good,Quainton Street,,London,1,0,0,Mixed
146190,Southwark,"Spa School, Bermondsey",Good,Monnow Road,,London,0,1,1,Mixed
146191,Wandsworth,Franciscan Primary School,Good,221 Franciscan Road,Tooting,London,1,0,0,Mixed
146212,Brent,The Village School,Outstanding,Grove Park,Kingsbury,London,1,1,1,Mixed
146214,Wandsworth,ARK John Archer Primary Academy,Good,Plough Road,Battersea,London,1,0,0,Mixed
146221,Lewisham,Childeric Primary School,Good,Childeric Road,New Cross,London,1,0,0,Mixed
146318,Ealing,Ark Acton Academy,Good,Gunnersbury Lane,Acton,London,0,1,1,Mixed
146368,Lambeth,Van Gogh Primary,Good,Cowley Road,,London,1,0,0,Mixed
146401,Merton,Stanford Primary School,Requires improvement,Chilmark Road,Norbury,London,1,0,0,Mixed
146543,Croydon,South Norwood Primary,Good,34 Crowther Road,South Norwood,London,1,0,0,Mixed
146549,Wandsworth,Goldfinch Primary School,Good,Cunliffe Street,,London,1,0,0,Mixed
146662,Barnet,Sacks Morasha Jewish Primary School,Good,31 Stanhope Road,Barnet,London,1,0,0,Mixed
146663,Enfield,Wolfson Hillel Primary School,Outstanding,154 Chase Road,Southgate,London,1,0,0,Mixed
146669,Southwark,St Paul's Church of England Primary School,Good,Penrose Street,Walworth,London,1,0,0,Mixed
146721,Brent,Our Lady of Grace RC Infant and Nursery School,Outstanding,Dollis Hill Avenue,,London,1,0,0,Mixed
146728,Enfield,Houndsfield Primary School,Good,Ripon Road,Edmonton,London,1,0,0,Mixed
146729,Wandsworth,Al Risalah Boys' School,Good,145 Upper Tooting Road,,London,0,1,0,Boys
146862,Enfield,Galliard Primary School,Outstanding,Galliard Road,,London,1,0,0,Mixed
146868,Enfield,Walker Primary School,Good,Waterfall Road,Southgate,London,1,0,0,Mixed
146882,Enfield,Raynham Primary School,Good,Raynham Avenue,,London,1,0,0,Mixed
146892,Bexley,Castilion Primary School,Requires improvement,Copperfield Road,Thamesmead,London,1,0,0,Mixed
146900,Enfield,Wilbury Primary School,Good,Wilbury Way,Edmonton,London,1,0,0,Mixed
146915,Newham,North Beckton Primary School,Good,Harrier Way,Beckton,London,1,0,0,Mixed
146935,Enfield,Fleecefield Primary School,Good,Brettenham Road,,London,1,0,0,Mixed
146946,Enfield,Brettenham Primary School,Good,Brettenham Road,,London,1,0,0,Mixed
147073,Southwark,Haberdashers' Borough Academy,Good,94B Southwark Bridge Road,,London,0,1,1,Mixed
147179,Waltham Forest,Longshaw Primary Academy,Good,Longshaw Road,Chingford,London,1,0,0,Mixed
147180,Waltham Forest,Salisbury Manor Primary School,Good,4 Burnside Avenue,,London,1,0,0,Mixed
